ATC_CODE,ATC_Level_1,ATC_Level_2,ATC_Level_3,ATC_Level_4,ATC_Level_5
B01AE07,B,B01,B01A,B01AE,B01AE07
B01AF01,B,B01,B01A,B01AF,B01AF01
B01AF02,B,B01,B01A,B01AF,B01AF02
B01AF03,B,B01,B01A,B01AF,B01AF03
B01AX01,B,B01,B01A,B01AX,B01AX01
B01AX05,B,B01,B01A,B01AX,B01AX05
B01AA03,B,B01,B01A,B01AA,B01AA03
B01AA04,B,B01,B01A,B01AA,B01AA04
B02BB01,B,B02,B02B,B02BB,B02BB01
B02BC30,B,B02,B02B,B02BC,B02BC30
B02BX05,B,B02,B02B,B02BX,B02BX05
B02AA02,B,B02,B02A,B02AA,B02AA02
B03AB10,B,B03,B03A,B03AB,B03AB10
B03AC,B,B03,B03A,B03AC,B03AC
B03BA01,B,B03,B03B,B03BA,B03BA01
B03BA03,B,B03,B03B,B03BA,B03BA03
B03BB01,B,B03,B03B,B03BB,B03BB01
B03XA02,B,B03,B03X,B03XA,B03XA02
B03AA01,B,B03,B03A,B03AA,B03AA01
B03AA02,B,B03,B03A,B03AA,B03AA02
B03AA07,B,B03,B03A,B03AA,B03AA07
B05BA01,B,B05,B05B,B05BA,B05BA01
B05BA02,B,B05,B05B,B05BA,B05BA02
B05BA10,B,B05,B05B,B05BA,B05BA10
B05BB01,B,B05,B05B,B05BB,B05BB01
B05BB02,B,B05,B05B,B05BB,B05BB02
B05D,B,B05,B05D,B05D,B05D
B05DB,B,B05,B05D,B05DB,B05DB
B05XA,B,B05,B05X,B05XA,B05XA
B05XA02,B,B05,B05X,B05XA,B05XA02
B05XA05,B,B05,B05X,B05XA,B05XA05
B05XA06,B,B05,B05X,B05XA,B05XA06
B05XA07,B,B05,B05X,B05XA,B05XA07
B05XA31,B,B05,B05X,B05XA,B05XA31
B05XC,B,B05,B05X,B05XC,B05XC
B05XX,B,B05,B05X,B05XX,B05XX
B05ZB,B,B05,B05Z,B05ZB,B05ZB
B05AA06,B,B05,B05A,B05AA,B05AA06
B05AA07,B,B05,B05A,B05AA,B05AA07
C01BC03,C,C01,C01B,C01BC,C01BC03
C01BC04,C,C01,C01B,C01BC,C01BC04
C01BD01,C,C01,C01B,C01BD,C01BD01
C01BD07,C,C01,C01B,C01BD,C01BD07
C01CA03,C,C01,C01C,C01CA,C01CA03
C01CA04,C,C01,C01C,C01CA,C01CA04
C01CA06,C,C01,C01C,C01CA,C01CA06
C01CA07,C,C01,C01C,C01CA,C01CA07
C01CA24,C,C01,C01C,C01CA,C01CA24
C01CA26,C,C01,C01C,C01CA,C01CA26
C01DA02,C,C01,C01D,C01DA,C01DA02
C01DA08,C,C01,C01D,C01DA,C01DA08
C01DA14,C,C01,C01D,C01DA,C01DA14
C01DX16,C,C01,C01D,C01DX,C01DX16
C01EB09,C,C01,C01E,C01EB,C01EB09
C01EB16,C,C01,C01E,C01EB,C01EB16
C01EB17,C,C01,C01E,C01EB,C01EB17
C01AA05,C,C01,C01A,C01AA,C01AA05
C02AC02,C,C02,C02A,C02AC,C02AC02
C02CA04,C,C02,C02C,C02CA,C02CA04
C02KX01,C,C02,C02K,C02KX,C02KX01
C02KX02,C,C02,C02K,C02KX,C02KX02
C02KX04,C,C02,C02K,C02KX,C02KX04
C02KX05,C,C02,C02K,C02KX,C02KX05
C03AB01,C,C03,C03A,C03AB,C03AB01
C03CA01,C,C03,C03C,C03CA,C03CA01
C03CA02,C,C03,C03C,C03CA,C03CA02
C03DA01,C,C03,C03D,C03DA,C03DA01
C03DA04,C,C03,C03D,C03DA,C03DA04
C03EA01,C,C03,C03E,C03EA,C03EA01
C03EB01,C,C03,C03E,C03EB,C03EB01
C03XA01,C,C03,C03X,C03XA,C03XA01
C03AA03,C,C03,C03A,C03AA,C03AA03
C05AD01,C,C05,C05A,C05AD,C05AD01
C05AE01,C,C05,C05A,C05AE,C05AE01
C05AA01,C,C05,C05A,C05AA,C05AA01
C05AA08,C,C05,C05A,C05AA,C05AA08
C07AB02,C,C07,C07A,C07AB,C07AB02
C07AB03,C,C07,C07A,C07AB,C07AB03
C07AB07,C,C07,C07A,C07AB,C07AB07
C07AB09,C,C07,C07A,C07AB,C07AB09
C07AB12,C,C07,C07A,C07AB,C07AB12
C07AG01,C,C07,C07A,C07AG,C07AG01
C07AG02,C,C07,C07A,C07AG,C07AG02
C07BB02,C,C07,C07B,C07BB,C07BB02
C07BB07,C,C07,C07B,C07BB,C07BB07
C07BB12,C,C07,C07B,C07BB,C07BB12
C07CB03,C,C07,C07C,C07CB,C07CB03
C07FX05,C,C07,C07F,C07FX,C07FX05
C07FX06,C,C07,C07F,C07FX,C07FX06
C07AA05,C,C07,C07A,C07AA,C07AA05
C07AA07,C,C07,C07A,C07AA,C07AA07
C08CA01,C,C08,C08C,C08CA,C08CA01
C08CA02,C,C08,C08C,C08CA,C08CA02
C08CA05,C,C08,C08C,C08CA,C08CA05
C08CA06,C,C08,C08C,C08CA,C08CA06
C08CA09,C,C08,C08C,C08CA,C08CA09
C08CA13,C,C08,C08C,C08CA,C08CA13
C08DA01,C,C08,C08D,C08DA,C08DA01
C08DB01,C,C08,C08D,C08DB,C08DB01
C09BA01,C,C09,C09B,C09BA,C09BA01
C09BA02,C,C09,C09B,C09BA,C09BA02
C09BA03,C,C09,C09B,C09BA,C09BA03
C09BA04,C,C09,C09B,C09BA,C09BA04
C09BA05,C,C09,C09B,C09BA,C09BA05
C09BB02,C,C09,C09B,C09BB,C09BB02
C09BB04,C,C09,C09B,C09BB,C09BB04
C09CA01,C,C09,C09C,C09CA,C09CA01
C09CA03,C,C09,C09C,C09CA,C09CA03
C09CA04,C,C09,C09C,C09CA,C09CA04
C09CA06,C,C09,C09C,C09CA,C09CA06
C09CA07,C,C09,C09C,C09CA,C09CA07
C09CA08,C,C09,C09C,C09CA,C09CA08
C09DA01,C,C09,C09D,C09DA,C09DA01
C09DA03,C,C09,C09D,C09DA,C09DA03
C09DA04,C,C09,C09D,C09DA,C09DA04
C09DA06,C,C09,C09D,C09DA,C09DA06
C09DA07,C,C09,C09D,C09DA,C09DA07
C09DA08,C,C09,C09D,C09DA,C09DA08
C09DB01,C,C09,C09D,C09DB,C09DB01
C09DB02,C,C09,C09D,C09DB,C09DB02
C09DB04,C,C09,C09D,C09DB,C09DB04
C09DX01,C,C09,C09D,C09DX,C09DX01
C09DX03,C,C09,C09D,C09DX,C09DX03
C09DX04,C,C09,C09D,C09DX,C09DX04
C09XA02,C,C09,C09X,C09XA,C09XA02
C09XA52,C,C09,C09X,C09XA,C09XA52
C09AA01,C,C09,C09A,C09AA,C09AA01
C09AA02,C,C09,C09A,C09AA,C09AA02
C09AA03,C,C09,C09A,C09AA,C09AA03
C09AA04,C,C09,C09A,C09AA,C09AA04
C09AA05,C,C09,C09A,C09AA,C09AA05
C09AA10,C,C09,C09A,C09AA,C09AA10
C10AB04,C,C10,C10A,C10AB,C10AB04
C10AC01,C,C10,C10A,C10AC,C10AC01
C10AC02,C,C10,C10A,C10AC,C10AC02
C10AC04,C,C10,C10A,C10AC,C10AC04
C10AD06,C,C10,C10A,C10AD,C10AD06
C10AX09,C,C10,C10A,C10AX,C10AX09
C10AX12,C,C10,C10A,C10AX,C10AX12
C10BA02,C,C10,C10B,C10BA,C10BA02
C10BA03,C,C10,C10B,C10BA,C10BA03
C10BA04,C,C10,C10B,C10BA,C10BA04
C10BA05,C,C10,C10B,C10BA,C10BA05
C10BA06,C,C10,C10B,C10BA,C10BA06
C10AA01,C,C10,C10A,C10AA,C10AA01
C10AA02,C,C10,C10A,C10AA,C10AA02
C10AA03,C,C10,C10A,C10AA,C10AA03
C10AA04,C,C10,C10A,C10AA,C10AA04
C10AA05,C,C10,C10A,C10AA,C10AA05
C10AA07,C,C10,C10A,C10AA,C10AA07
D01AC01,D,D01,D01A,D01AC,D01AC01
D01AC02,D,D01,D01A,D01AC,D01AC02
D01AC08,D,D01,D01A,D01AC,D01AC08
D01AC20,D,D01,D01A,D01AC,D01AC20
D01AE15,D,D01,D01A,D01AE,D01AE15
D01BA02,D,D01,D01B,D01BA,D01BA02
D04AB01,D,D04,D04A,D04AB,D04AB01
D05AX52,D,D05,D05A,D05AX,D05AX52
D05BB02,D,D05,D05B,D05BB,D05BB02
D05AA,D,D05,D05A,D05AA,D05AA
D06AX01,D,D06,D06A,D06AX,D06AX01
D06BB03,D,D06,D06B,D06BB,D06BB03
D06BB53,D,D06,D06B,D06BB,D06BB53
D06BX01,D,D06,D06B,D06BX,D06BX01
D06AA03,D,D06,D06A,D06AA,D06AA03
D07AC01,D,D07,D07A,D07AC,D07AC01
D07AC13,D,D07,D07A,D07AC,D07AC13
D07BC01,D,D07,D07B,D07BC,D07BC01
D07CA01,D,D07,D07C,D07CA,D07CA01
D07CC01,D,D07,D07C,D07CC,D07CC01
D07XC01,D,D07,D07X,D07XC,D07XC01
D07AA02,D,D07,D07A,D07AA,D07AA02
D08AC02,D,D08,D08A,D08AC,D08AC02
D09AB01,D,D09,D09A,D09AB,D09AB01
D10AF01,D,D10,D10A,D10AF,D10AF01
D10AF51,D,D10,D10A,D10AF,D10AF51
D10BA01,D,D10,D10B,D10BA,D10BA01
D11AH01,D,D11,D11A,D11AH,D11AH01
D11AH04,D,D11,D11A,D11AH,D11AH04
D11AX10,D,D11,D11A,D11AX,D11AX10
D11AX18,D,D11,D11A,D11AX,D11AX18
G01AF01,G,G01,G01A,G01AF,G01AF01
G01AF02,G,G01,G01A,G01AF,G01AF02
G01AF04,G,G01,G01A,G01AF,G01AF04
G01AA01,G,G01,G01A,G01AA,G01AA01
G01AA10,G,G01,G01A,G01AA,G01AA10
G02AD06,G,G02,G02A,G02AD,G02AD06
G02BA03,G,G02,G02B,G02BA,G02BA03
G02BB01,G,G02,G02B,G02BB,G02BB01
G02CB03,G,G02,G02C,G02CB,G02CB03
G02CX04,G,G02,G02C,G02CX,G02CX04
G03AB03,G,G03,G03A,G03AB,G03AB03
G03AB05,G,G03,G03A,G03AB,G03AB05
G03AB08,G,G03,G03A,G03AB,G03AB08
G03AC01,G,G03,G03A,G03AC,G03AC01
G03AC06,G,G03,G03A,G03AC,G03AC06
G03AC08,G,G03,G03A,G03AC,G03AC08
G03AC09,G,G03,G03A,G03AC,G03AC09
G03AC10,G,G03,G03A,G03AC,G03AC10
G03AD01,G,G03,G03A,G03AD,G03AD01
G03AD02,G,G03,G03A,G03AD,G03AD02
G03BA03,G,G03,G03B,G03BA,G03BA03
G03CA03,G,G03,G03C,G03CA,G03CA03
G03CA04,G,G03,G03C,G03CA,G03CA04
G03CX01,G,G03,G03C,G03CX,G03CX01
G03DA02,G,G03,G03D,G03DA,G03DA02
G03DB08,G,G03,G03D,G03DB,G03DB08
G03FA01,G,G03,G03F,G03FA,G03FA01
G03FA12,G,G03,G03F,G03FA,G03FA12
G03FA14,G,G03,G03F,G03FA,G03FA14
G03FA17,G,G03,G03F,G03FA,G03FA17
G03FB05,G,G03,G03F,G03FB,G03FB05
G03FB06,G,G03,G03F,G03FB,G03FB06
G03FB08,G,G03,G03F,G03FB,G03FB08
G03HB01,G,G03,G03H,G03HB,G03HB01
G03XB01,G,G03,G03X,G03XB,G03XB01
G03XB02,G,G03,G03X,G03XB,G03XB02
G03XC01,G,G03,G03X,G03XC,G03XC01
G03AA07,G,G03,G03A,G03AA,G03AA07
G03AA09,G,G03,G03A,G03AA,G03AA09
G03AA10,G,G03,G03A,G03AA,G03AA10
G03AA11,G,G03,G03A,G03AA,G03AA11
G03AA12,G,G03,G03A,G03AA,G03AA12
G03AA13,G,G03,G03A,G03AA,G03AA13
G03AA14,G,G03,G03A,G03AA,G03AA14
G03AA16,G,G03,G03A,G03AA,G03AA16
G04BD07,G,G04,G04B,G04BD,G04BD07
G04BD08,G,G04,G04B,G04BD,G04BD08
G04BD09,G,G04,G04B,G04BD,G04BD09
G04BD11,G,G04,G04B,G04BD,G04BD11
G04BD12,G,G04,G04B,G04BD,G04BD12
G04BE03,G,G04,G04B,G04BE,G04BE03
G04BE08,G,G04,G04B,G04BE,G04BE08
G04BE09,G,G04,G04B,G04BE,G04BE09
G04CA01,G,G04,G04C,G04CA,G04CA01
G04CA02,G,G04,G04C,G04CA,G04CA02
G04CA52,G,G04,G04C,G04CA,G04CA52
G04CA53,G,G04,G04C,G04CA,G04CA53
G04CB01,G,G04,G04C,G04CB,G04CB01
G04CX02,G,G04,G04C,G04CX,G04CX02
H01CB02,H,H01,H01C,H01CB,H01CB02
H02AB01,H,H02,H02A,H02AB,H02AB01
H02AB02,H,H02,H02A,H02AB,H02AB02
H02AB04,H,H02,H02A,H02AB,H02AB04
H02AB06,H,H02,H02A,H02AB,H02AB06
H02AB07,H,H02,H02A,H02AB,H02AB07
H02AB08,H,H02,H02A,H02AB,H02AB08
H02AB09,H,H02,H02A,H02AB,H02AB09
H02AA02,H,H02,H02A,H02AA,H02AA02
H03BB02,H,H03,H03B,H03BB,H03BB02
H03AA01,H,H03,H03A,H03AA,H03AA01
H04AA01,H,H04,H04A,H04AA,H04AA01
H05BX01,H,H05,H05B,H05BX,H05BX01
J01CA01,J,J01,J01C,J01CA,J01CA01
J01CA04,J,J01,J01C,J01CA,J01CA04
J01CA08,J,J01,J01C,J01CA,J01CA08
J01CE01,J,J01,J01C,J01CE,J01CE01
J01CE02,J,J01,J01C,J01CE,J01CE02
J01CF01,J,J01,J01C,J01CF,J01CF01
J01CF05,J,J01,J01C,J01CF,J01CF05
J01CR02,J,J01,J01C,J01CR,J01CR02
J01CR05,J,J01,J01C,J01CR,J01CR05
J01DB01,J,J01,J01D,J01DB,J01DB01
J01DC02,J,J01,J01D,J01DC,J01DC02
J01DD02,J,J01,J01D,J01DD,J01DD02
J01DD04,J,J01,J01D,J01DD,J01DD04
J01DD52,J,J01,J01D,J01DD,J01DD52
J01DH02,J,J01,J01D,J01DH,J01DH02
J01DH03,J,J01,J01D,J01DH,J01DH03
J01DH52,J,J01,J01D,J01DH,J01DH52
J01DI02,J,J01,J01D,J01DI,J01DI02
J01EA01,J,J01,J01E,J01EA,J01EA01
J01EB02,J,J01,J01E,J01EB,J01EB02
J01EE01,J,J01,J01E,J01EE,J01EE01
J01FA01,J,J01,J01F,J01FA,J01FA01
J01FA06,J,J01,J01F,J01FA,J01FA06
J01FA09,J,J01,J01F,J01FA,J01FA09
J01FA10,J,J01,J01F,J01FA,J01FA10
J01FA15,J,J01,J01F,J01FA,J01FA15
J01FF01,J,J01,J01F,J01FF,J01FF01
J01GB01,J,J01,J01G,J01GB,J01GB01
J01GB03,J,J01,J01G,J01GB,J01GB03
J01MA02,J,J01,J01M,J01MA,J01MA02
J01MA12,J,J01,J01M,J01MA,J01MA12
J01MA14,J,J01,J01M,J01MA,J01MA14
J01X,J,J01,J01X,J01X,J01X
J01XA01,J,J01,J01X,J01XA,J01XA01
J01XC01,J,J01,J01X,J01XC,J01XC01
J01XD01,J,J01,J01X,J01XD,J01XD01
J01XE01,J,J01,J01X,J01XE,J01XE01
J01XX05,J,J01,J01X,J01XX,J01XX05
J01XX08,J,J01,J01X,J01XX,J01XX08
J01XX09,J,J01,J01X,J01XX,J01XX09
J01AA02,J,J01,J01A,J01AA,J01AA02
J01AA07,J,J01,J01A,J01AA,J01AA07
J01AA12,J,J01,J01A,J01AA,J01AA12
J02AB02,J,J02,J02A,J02AB,J02AB02
J02AC01,J,J02,J02A,J02AC,J02AC01
J02AC02,J,J02,J02A,J02AC,J02AC02
J02AC03,J,J02,J02A,J02AC,J02AC03
J02AC04,J,J02,J02A,J02AC,J02AC04
J02AC05,J,J02,J02A,J02AC,J02AC05
J02AX04,J,J02,J02A,J02AX,J02AX04
J02AX05,J,J02,J02A,J02AX,J02AX05
J02AX06,J,J02,J02A,J02AX,J02AX06
J02AA01,J,J02,J02A,J02AA,J02AA01
J04AB02,J,J04,J04A,J04AB,J04AB02
J04AB04,J,J04,J04A,J04AB,J04AB04
J04AC01,J,J04,J04A,J04AC,J04AC01
J04AK01,J,J04,J04A,J04AK,J04AK01
J04AK02,J,J04,J04A,J04AK,J04AK02
J04AK05,J,J04,J04A,J04AK,J04AK05
J04AM02,J,J04,J04A,J04AM,J04AM02
J04AM06,J,J04,J04A,J04AM,J04AM06
J04BA02,J,J04,J04B,J04BA,J04BA02
J04AA01,J,J04,J04A,J04AA,J04AA01
J05AB01,J,J05,J05A,J05AB,J05AB01
J05AB06,J,J05,J05A,J05AB,J05AB06
J05AB11,J,J05,J05A,J05AB,J05AB11
J05AB14,J,J05,J05A,J05AB,J05AB14
J05AE01,J,J05,J05A,J05AE,J05AE01
J05AE02,J,J05,J05A,J05AE,J05AE02
J05AE03,J,J05,J05A,J05AE,J05AE03
J05AE04,J,J05,J05A,J05AE,J05AE04
J05AE05,J,J05,J05A,J05AE,J05AE05
J05AE07,J,J05,J05A,J05AE,J05AE07
J05AE08,J,J05,J05A,J05AE,J05AE08
J05AE09,J,J05,J05A,J05AE,J05AE09
J05AE10,J,J05,J05A,J05AE,J05AE10
J05AF01,J,J05,J05A,J05AF,J05AF01
J05AF04,J,J05,J05A,J05AF,J05AF04
J05AF05,J,J05,J05A,J05AF,J05AF05
J05AF06,J,J05,J05A,J05AF,J05AF06
J05AF07,J,J05,J05A,J05AF,J05AF07
J05AF08,J,J05,J05A,J05AF,J05AF08
J05AF09,J,J05,J05A,J05AF,J05AF09
J05AF10,J,J05,J05A,J05AF,J05AF10
J05AF11,J,J05,J05A,J05AF,J05AF11
J05AF13,J,J05,J05A,J05AF,J05AF13
J05AG01,J,J05,J05A,J05AG,J05AG01
J05AG03,J,J05,J05A,J05AG,J05AG03
J05AG04,J,J05,J05A,J05AG,J05AG04
J05AG05,J,J05,J05A,J05AG,J05AG05
J05AH02,J,J05,J05A,J05AH,J05AH02
J05AP01,J,J05,J05A,J05AP,J05AP01
J05AP02,J,J05,J05A,J05AP,J05AP02
J05AP08,J,J05,J05A,J05AP,J05AP08
J05AP09,J,J05,J05A,J05AP,J05AP09
J05AP51,J,J05,J05A,J05AP,J05AP51
J05AP53,J,J05,J05A,J05AP,J05AP53
J05AP55,J,J05,J05A,J05AP,J05AP55
J05AP56,J,J05,J05A,J05AP,J05AP56
J05AR01,J,J05,J05A,J05AR,J05AR01
J05AR02,J,J05,J05A,J05AR,J05AR02
J05AR03,J,J05,J05A,J05AR,J05AR03
J05AR04,J,J05,J05A,J05AR,J05AR04
J05AR06,J,J05,J05A,J05AR,J05AR06
J05AR08,J,J05,J05A,J05AR,J05AR08
J05AR09,J,J05,J05A,J05AR,J05AR09
J05AR10,J,J05,J05A,J05AR,J05AR10
J05AR13,J,J05,J05A,J05AR,J05AR13
J05AR14,J,J05,J05A,J05AR,J05AR14
J05AR15,J,J05,J05A,J05AR,J05AR15
J05AR17,J,J05,J05A,J05AR,J05AR17
J05AR18,J,J05,J05A,J05AR,J05AR18
J05AR19,J,J05,J05A,J05AR,J05AR19
J05AR20,J,J05,J05A,J05AR,J05AR20
J05AR21,J,J05,J05A,J05AR,J05AR21
J05AR22,J,J05,J05A,J05AR,J05AR22
J05AR24,J,J05,J05A,J05AR,J05AR24
J05AR25,J,J05,J05A,J05AR,J05AR25
J05AX08,J,J05,J05A,J05AX,J05AX08
J05AX09,J,J05,J05A,J05AX,J05AX09
J05AX12,J,J05,J05A,J05AX,J05AX12
J07BB01,J,J07,J07B,J07BB,J07BB01
J07BB02,J,J07,J07B,J07BB,J07BB02
J07BC02,J,J07,J07B,J07BC,J07BC02
J07BC20,J,J07,J07B,J07BC,J07BC20
J07CA02,J,J07,J07C,J07CA,J07CA02
J07CA10,J,J07,J07C,J07CA,J07CA10
L01AB01,L,L01,L01A,L01AB,L01AB01
L01AX03,L,L01,L01A,L01AX,L01AX03
L01AX04,L,L01,L01A,L01AX,L01AX04
L01BA01,L,L01,L01B,L01BA,L01BA01
L01BA04,L,L01,L01B,L01BA,L01BA04
L01BB02,L,L01,L01B,L01BB,L01BB02
L01BB04,L,L01,L01B,L01BB,L01BB04
L01BB05,L,L01,L01B,L01BB,L01BB05
L01BC02,L,L01,L01B,L01BC,L01BC02
L01BC05,L,L01,L01B,L01BC,L01BC05
L01BC06,L,L01,L01B,L01BC,L01BC06
L01BC52,L,L01,L01B,L01BC,L01BC52
L01BC53,L,L01,L01B,L01BC,L01BC53
L01CA01,L,L01,L01C,L01CA,L01CA01
L01CA02,L,L01,L01C,L01CA,L01CA02
L01CA04,L,L01,L01C,L01CA,L01CA04
L01CA05,L,L01,L01C,L01CA,L01CA05
L01CB01,L,L01,L01C,L01CB,L01CB01
L01CD01,L,L01,L01C,L01CD,L01CD01
L01CD02,L,L01,L01C,L01CD,L01CD02
L01CD04,L,L01,L01C,L01CD,L01CD04
L01CX01,L,L01,L01C,L01CX,L01CX01
L01DB01,L,L01,L01D,L01DB,L01DB01
L01DB02,L,L01,L01D,L01DB,L01DB02
L01DB03,L,L01,L01D,L01DB,L01DB03
L01DB06,L,L01,L01D,L01DB,L01DB06
L01DB07,L,L01,L01D,L01DB,L01DB07
L01DC01,L,L01,L01D,L01DC,L01DC01
L01XA01,L,L01,L01X,L01XA,L01XA01
L01XA02,L,L01,L01X,L01XA,L01XA02
L01XA03,L,L01,L01X,L01XA,L01XA03
L01XC02,L,L01,L01X,L01XC,L01XC02
L01XC03,L,L01,L01X,L01XC,L01XC03
L01XC06,L,L01,L01X,L01XC,L01XC06
